Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
Feb,3,Thursday,Toyota,Urban,Friday,Feb,4,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12007,2,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,3438.28673877048
Jan,3,Wednesday,VW,Urban,Tuesday,Feb,1,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12009,3,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,6959.81467116326
May,2,Sunday,Honda,Urban,Monday,May,2,Male,Married,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12010,11,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,52565.741889423
May,2,Sunday,Chevrolet,Urban,Thursday,May,3,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12011,15,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,6355.61212044658
Jan,3,Friday,Mazda,Urban,Tuesday,Jan,3,Female,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12012,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,4145.3422075547
Jan,2,Sunday,Chevrolet,Urban,Monday,Jan,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,12013,4,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,1 year,2 vehicles,1996,Liability,28221.4194861772
Nov,4,Monday,Ford,Rural,Friday,Jan,2,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12016,10,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,7274.04411353051
Nov,2,Monday,Mercury,Urban,Wednesday,Jan,3,Female,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12017,16,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,9105.32404717954
May,2,Sunday,Toyota,Urban,Monday,May,2,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12018,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1809.40478252516
Dec,2,Friday,Pontiac,Urban,Thursday,Jan,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12020,6,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,8303.25024474124
Dec,4,Thursday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12021,3,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,60577.3583903084
Dec,4,Thursday,VW,Urban,Friday,Jul,5,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,12023,8,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,59306.5345965972
Dec,5,Wednesday,Mazda,Urban,Monday,Jan,1,Female,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12024,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,4659.06349873716
May,2,Sunday,Toyota,Urban,Thursday,Jun,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12025,3,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,7686.17820864016
Dec,5,Friday,Pontiac,Urban,Thursday,Jan,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12026,13,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,55591.4057116878
Jan,1,Monday,Toyota,Urban,Monday,Jan,2,Male,Married,56,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12027,4,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,6684.68387541421
Jan,1,Sunday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,47,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12029,1,700,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,5064.37238551652
Jan,1,Saturday,Pontiac,Urban,Tuesday,Jan,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12030,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,67668.9545212761
Jan,1,Monday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12031,6,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,70881.0584997802
Jan,1,Wednesday,Honda,Urban,Friday,Jan,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12032,1,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,58160.6575076251
Jan,1,Tuesday,Chevrolet,Urban,Tuesday,Jan,2,Male,Single,35,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12033,15,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,80258.1585794787
Jan,1,Wednesday,Toyota,Urban,Wednesday,Jan,1,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12034,10,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Liability,2721.90366557417
Jan,2,Friday,Toyota,Urban,Friday,Jan,2,Male,Married,60,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12035,13,400,4,more than 30,more than 30,none,5 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,7991.46835596955
May,2,Monday,Mazda,Urban,Monday,Jun,1,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,12037,14,500,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1996,All Perils,5347.75825150353
Jan,2,Monday,Honda,Urban,Tuesday,Jan,2,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12038,6,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,69032.4975191079
Jan,2,Wednesday,Pontiac,Urban,Friday,Jan,3,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12040,8,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,3348.8975394033
Jan,3,Friday,Honda,Urban,Monday,Jan,3,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12041,11,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,3323.33329135617
May,2,Monday,Chevrolet,Urban,Wednesday,May,3,Male,Married,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12043,2,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1660.18234440933
Jan,4,Tuesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,64,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12046,13,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,57888.4523192708
Jan,5,Sunday,Chevrolet,Urban,Monday,Jan,5,Male,Married,47,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12048,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,18114.1766648408
Feb,1,Tuesday,Pontiac,Urban,Monday,Feb,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12049,16,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,3893.78207927291
Feb,1,Tuesday,Honda,Rural,Thursday,Feb,1,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12050,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,7490.14190466847
Jan,5,Monday,Pontiac,Urban,Monday,Jan,5,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12051,14,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,82440.2083670953
May,2,Monday,Accura,Urban,Wednesday,May,2,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,12052,2,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,76624.9708780308
Feb,1,Sunday,Honda,Urban,Thursday,Feb,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12053,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,74391.1530471736
Feb,2,Thursday,Pontiac,Urban,Friday,Feb,2,Male,Single,28,Third Party,Sedan - Collision,Sedan,more than 69000,0,12054,4,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,73961.6907947591
Feb,2,Tuesday,Chevrolet,Urban,Wednesday,Feb,2,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12055,15,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,4 to 8 years,3 to 4,1996,Collision,5895.90388362219
Feb,2,Thursday,Toyota,Urban,Monday,Feb,3,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12056,11,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,9723.61700826417
May,2,Monday,Toyota,Urban,Wednesday,May,4,Male,Married,31,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12059,14,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,2020.27664479181
Jul,1,Saturday,Toyota,Urban,Thursday,Jul,2,Female,Single,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12060,3,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,75001.9704320583
Aug,5,Tuesday,Toyota,Urban,Wednesday,Aug,5,Male,Married,58,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12062,2,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,2991.56924016322
Dec,4,Saturday,Pontiac,Urban,Tuesday,Jan,1,Female,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12064,16,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,7415.82017952535
Dec,4,Tuesday,Honda,Rural,Tuesday,Jan,1,Male,Married,68,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12066,5,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,All Perils,4068.71443093656
Dec,5,Friday,Mazda,Urban,Monday,Jan,1,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12067,7,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,9584.21254286448
Jan,2,Sunday,Ford,Urban,Monday,Jan,2,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12069,15,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,2159.94476724394
Jan,2,Monday,Toyota,Urban,Wednesday,Jan,2,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12071,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,94228.6944916625
Jan,2,Tuesday,Honda,Urban,Thursday,Jan,2,Male,Married,55,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12072,6,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,4171.17592090137
Jan,2,Sunday,Pontiac,Urban,Monday,Jan,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12073,9,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,2317.25451407726
Jan,2,Friday,Pontiac,Urban,Monday,Jan,3,Male,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12074,7,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,All Perils,1725.43571928469
Jan,3,Tuesday,Pontiac,Urban,Tuesday,Jan,3,Male,Single,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12077,7,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0
Jan,3,Monday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12078,12,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,1982.588011984
Jan,4,Monday,Pontiac,Urban,Wednesday,Feb,1,Male,Married,38,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12079,5,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,96853.0445841011
May,2,Wednesday,Pontiac,Urban,Wednesday,Jun,3,Male,Married,35,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12080,14,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,55087.3983381934
Jan,4,Friday,Pontiac,Urban,Tuesday,Jan,5,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12081,12,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,3822.4392386386
Jan,4,Friday,Honda,Urban,Wednesday,Feb,1,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12082,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,873.959698822944
Feb,1,Wednesday,Toyota,Urban,Tuesday,Feb,2,Male,Married,72,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12083,8,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,6656.32810161106
Jan,5,Tuesday,Honda,Urban,Wednesday,Feb,1,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12084,10,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,4296.06353332305
Feb,1,Saturday,Pontiac,Urban,Tuesday,Feb,2,Male,Married,80,Policy Holder,Sedan - Liability,Sport,less than 20000,0,12086,16,400,4,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,3283.67743290919
Feb,2,Tuesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12087,15,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,16169.5990973579
Feb,2,Friday,Honda,Urban,Friday,Feb,2,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12089,12,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,4419.89265986882
Feb,3,Tuesday,Saturn,Urban,Monday,Feb,3,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12090,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,5923.24162089014
Feb,4,Thursday,Pontiac,Urban,Friday,Feb,4,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12093,14,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,5113.02701684711
Mar,1,Saturday,Accura,Urban,Monday,Mar,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12094,12,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,14184.6418910605
Mar,2,Friday,Mazda,Urban,Friday,Mar,2,Male,Single,29,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12095,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,10645.9122278737
May,2,Wednesday,Chevrolet,Urban,Monday,May,4,Female,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12098,10,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,9376.90429536488
May,3,Wednesday,Pontiac,Rural,Wednesday,May,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12099,10,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,2303.54071045652
Jun,1,Tuesday,Chevrolet,Urban,Thursday,Sep,4,Male,Married,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12100,5,400,2,more than 30,more than 30,1,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,2931.11148201033
Oct,3,Saturday,Chevrolet,Urban,Friday,Oct,3,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12101,1,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,52880.4423964799
Oct,4,Thursday,Pontiac,Urban,Monday,Oct,5,Male,Married,63,Policy Holder,Utility - All Perils,Utility,more than 69000,0,12102,11,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,50126.9759553489
Dec,4,Tuesday,Mazda,Urban,Tuesday,Dec,4,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12103,6,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,8086.77020501098
Oct,5,Monday,Pontiac,Urban,Tuesday,Oct,5,Male,Married,63,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12105,7,400,1,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,8134.66547945328
Aug,2,Saturday,Chevrolet,Urban,Thursday,Nov,1,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12106,11,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,9529.31602598709
Aug,2,Thursday,Toyota,Urban,Thursday,Aug,3,Male,Single,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12107,1,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,5628.30088883246
May,2,Thursday,Pontiac,Urban,Tuesday,May,4,Female,Married,51,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12108,7,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,1664.51333543229
May,3,Wednesday,Chevrolet,Urban,Wednesday,May,4,Female,Single,40,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12111,9,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,3015.34275735921
Apr,2,Sunday,Honda,Urban,Monday,Apr,2,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12113,2,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,7546.61653199362
Mar,5,Tuesday,Honda,Urban,Thursday,Mar,5,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12114,14,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,29394.8514451074
Mar,5,Wednesday,Mazda,Urban,Friday,Mar,5,Male,Married,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12115,13,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,2794.0414006583
Mar,3,Saturday,Toyota,Urban,Tuesday,Mar,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12116,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,17489.5961027774
Mar,2,Monday,Honda,Urban,Tuesday,Mar,3,Female,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12117,13,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,9723.80030554322
